ID,Name,Longitude_WGS84,Latitude_WGS84,Street,AdmArea,District,RouteNumbers,StationName,Direction,Pavilion,OperatingOrgName,EntryState,global_id,geoData
16905,"«Дом культуры», Железнодорожная улица (в центр)",37.56597263,55.49988777,Железнодорожная улица,Новомосковский административный округ,поселение Щербинка,А860; А864,Дом культуры,в центр,да,ГУП «Мосгортранс»,активна,1725784,"{type=Point, coordinates=[37.56597263, 55.49988777]}"
14146,"«Святоозерская ул., 16», Святоозерская улица (в центр)",37.8898166143,55.7133124031,Святоозерская улица,Восточный административный округ,район Косино-Ухтомский,А773; А872,"Святоозерская ул., 16",в центр,да,ГУП «Мосгортранс»,активна,1725785,"{type=Point, coordinates=[37.8898166143, 55.7133124031]}"
14147,"«Святоозерская ул.», Святоозерская улица (в центр)",37.89732656,55.71267209,Святоозерская улица,Восточный административный округ,район Косино-Ухтомский,А773; А872,Святоозерская ул.,в центр,да,ГУП «Мосгортранс»,активна,1725786,"{type=Point, coordinates=[37.89732656, 55.71267209]}"
14148,"«Ул. Рудневка», улица Руднёвка (в центр)",37.89558357,55.71640089,улица Руднёвка,Восточный административный округ,район Косино-Ухтомский,А792; А744; А613; А872; А821,Ул. Рудневка,в центр,да,ГУП «Мосгортранс»,активна,1725787,"{type=Point, coordinates=[37.89558357, 55.71640089]}"
13958,"«Комбинат ЖБИ», Заводская улица (в центр) (1)",37.19249007,55.97102054,Заводская улица,Зеленоградский административный округ,район Крюково,АЗ-20,Комбинат ЖБИ,в центр,да,ГУП «Мосгортранс»,активна,1725788,"{type=Point, coordinates=[37.19249007, 55.97102054]}"
14150,"«Ул. Татьяны Макаровой», улица Руднёвка (в центр) (1)",37.88514792,55.71602503,улица Руднёвка,Восточный административный округ,район Косино-Ухтомский,А792; А744; А613; А821,Ул. Татьяны Макаровой,в центр,да,ГУП «Мосгортранс»,активна,1725789,"{type=Point, coordinates=[37.88514792, 55.71602503]}"
14151,"«Ул. Рудневка, 9», улица Руднёвка (в центр)",37.88175289,55.71536748,улица Руднёвка,Восточный административный округ,район Косино-Ухтомский,А792; А744; А613; А821,"Ул. Рудневка, 9",в центр,да,ГУП «Мосгортранс»,активна,1725790,"{type=Point, coordinates=[37.88175289, 55.71536748]}"
14152,"«Ул. Дмитриевского, 23», улица Дмитриевского (в центр)",37.89381092,55.70898526,улица Дмитриевского,Восточный административный округ,район Косино-Ухтомский,А14,"Ул. Дмитриевского, 23",в центр,да,ГУП «Мосгортранс»,активна,1725791,"{type=Point, coordinates=[37.89381092, 55.70898526]}"
14153,"«Ул. Дмитриевского, 11», улица Дмитриевского (в центр)",37.89081726,55.70856878,улица Дмитриевского,Восточный административный округ,район Косино-Ухтомский,А14,"Ул. Дмитриевского, 11",в центр,да,ГУП «Мосгортранс»,активна,1725792,"{type=Point, coordinates=[37.89081726, 55.70856878]}"
13967,"«Медведки», Середниковская улица (в центр)",37.19633351,55.95603429,Середниковская улица,Зеленоградский административный округ,район Крюково,АЗ-20,Медведки,в центр,да,ГУП «Мосгортранс»,активна,1725797,"{type=Point, coordinates=[37.19633351, 55.95603429]}"
